id,label,page_type,facebook_id
13314,Peter Skaarup,politician,692000000000000    
13315,Xerox,company,531000000000000    
13316,719th Military Intelligence Battalion,government,150000000000000    
13317,Philadelphia VA Medical Center,government,106000000000000    
13318,ISU Brasov,government,164000000000000    
13319,Mark Smith,politician,1620000000000000    
13320,Karlheinz Kopf,politician,242000000000000    
13321,Lone Loklindt,politician,305000000000000    
13322,Johanna Mikl-Leitner,politician,1270000000000000    
13323,"British Consulate General, Miami",government,81433893033    
13324,Canyon,company,216000000000000    
13325,Fort Stewart/Hunter FMWR,government,117000000000    
13326,C&A,company,201000000000000    
13327,Suomen suurlähetystö Belgrad - Embassy of Finland in Belgrade,government,293000000000000    
13328,Lip Sync Battle,tvshow,845000000000000    
13329,ASUS Republic of Gamers,company,165000000000000    
13330,Canyon,company,618000000000000    
13331,Páginas Amarillas,company,226000000000000    
13332,Assembleia Legislativa do Ceará,government,212000000000000    
13333,Момчил Неков,politician,363000000000000    
13334,Cocina con Sergio,tvshow,373000000000000    
13335,Town of Herndon Government,government,127000000000000    
13336,Interbank,company,115000000000000    
13337,The Canadian Arts & Fashion Awards,company,397000000000000    
13338,Polizei Bremerhaven,government,519000000000000    
13339,Microsoft Imagine Access,company,597000000000000    
13340,Mark Speakman,politician,190000000000000    
13341,Jürgen Trittin,politician,87410317539    
13342,Ottolenghi,company,244000000000000    
13343,Visit Jordan,company,178000000000000    
13344,BelgiuminCopenhagen,government,643000000000000    
13345,Triumph,company,367000000000000    
13346,3rd Infantry Division Artillery,government,628000000000000    
13347,Massimiliano Salini,politician,113000000000000    
13348,ՀՀ Արտաքին գործերի նախարարություն / Ministry of Foreign Affairs of Armenia,government,206000000000000    
13349,三立華劇－料理高校生,tvshow,773000000000000    
13350,Міністерство культури України,government,167000000000000    
13351,"Embajada de Canadá en Costa Rica, Nicaragua y Honduras",government,753000000000000    
13352,Travel Buenos Aires,government,126000000000000    
13353,Israel in Nigeria,government,102000000000000    
13354,Milka,company,255000000000000    
13355,SuperBrugsen,company,126000000000000    
13356,Toblerone,company,350000000000    
13357,ARCHOS,company,136000000000000    
13358,Canada en Guinée,government,801000000000000    
13359,Hoka One One,company,103000000000000    
13360,Enfagrow A+ Four Philippines,company,242000000000000    
13361,US National Weather Service Shreveport Louisiana,government,199000000000000    
13362,La France en Corée - Ambassade de France en Corée,government,238000000000000    
13363,Chuck E. Cheese’s,company,113000000000000    
13364,Let's Make A Deal,tvshow,151000000000    
13365,Nitin Gadkari,politician,444000000000    
13366,Nouveau look pour une nouvelle vie,tvshow,319000000000000    
13367,ICA Student,company,180000000000000    
13368,Sonya Kilkenny MP,politician,447000000000000    
13369,SRF Heimatland,tvshow,363000000000000    
13370,Julio Borges,politician,596000000000000    
13371,Status PR,company,1120000000000000    
13372,AXA Deutschland,company,1570000000000000    
13373,WD,company,121000000000000    
13374,Evarist Bartolo,politician,876000000000000    
13375,アディダスゴルフ / adidas Golf Japan,company,180000000000000    
13376,Book of Negroes,tvshow,473000000000000    
13377,Consulatul General al Romaniei la Montreal,government,440000000000000    
13378,Bolsa Família,government,458000000000000    
13379,Fazer,company,96480838715    
13380,Mercure Hotels,company,201000000000000    
13381,Delissio,company,544000000000000    
13382,Embassy of Denmark in Tel Aviv,government,202000000000000    
13383,คนอวดผี,tvshow,143000000000000    
13384,Cyber Security Agency of Singapore- CSA,government,1590000000000000    
13385,Neil Gray MP,politician,1580000000000000    
13386,Sill YTL,government,181000000000000    
13387,Cumhuriyet Teknoloji,company,1570000000000000    
13388,Roses Only,company,431000000000000    
13389,Wacky Warehouse,company,307000000000000    
13390,Nova Scotia Government,government,162000000000    
13391,ASICS,company,107000000000000    
13392,Naturalizer,company,245000000000    
13393,Honorable Cámara de Diputados de la Nación Argentina,government,1320000000000000    
13394,Davide Faraone,politician,218000000000000    
13395,tvN 리틀빅히어로,tvshow,425000000000000    
13396,대한민국 국가보훈처,government,156000000000000    
13397,clicRBS,company,133000000000    
13398,KJRI New York,government,701000000000000    
13399,Volkswagen,company,171000000000000    
13400,Autoridad Nacional del Agua del Perú,government,130000000000000    
13401,Stephen McNeil,politician,19853187485    
13402,Gatorade Venezuela,company,148000000000000    
13403,Helen Whately,politician,1580000000000000    
13404,Brooks Running,company,237000000000000    
13405,Fajardo,politician,12415375791    
13406,NSA - National Cryptologic Museum,government,319000000000000    
13407,Juicy Juice,company,293000000000    
13408,Lethal Weapon FOX,tvshow,1050000000000000    
13409,Pacific Armies Chiefs Conference/ Pacific Armies Management Seminar,government,417000000000000    
13410,Marzena Okła-Drewnowicz,politician,137000000000000    
13411,Hal Parrish,politician,804000000000000    
13412,Love Thy Neighbor,tvshow,484000000000000    
13413,"Department of Stamps and Registration, Government of Uttarakhand",government,167000000000000    
13414,RedeTV Geek,tvshow,1100000000000000    
13415,34th Red Bull Infantry Division,government,88904866245    
13416,Armée française - Opérations militaires,government,291000000000000    
13417,The West Block,tvshow,156000000000000    
13418,Michael E. DeBakey VA Medical Center,government,145000000000000    
13419,Remo Sernagiotto,politician,58158193107    
13420,Rake,tvshow,260000000000000    
13421,Antony Morato,company,41913326037    
13422,NESCAFÉ Dolce Gusto Middle East,company,728000000000000    
13423,Emeril's Cooking,company,123000000000000    
13424,Nestlé. Saboreia a Vida,company,173000000000000    
13425,Britain's Got Talent,tvshow,16101972455    
13426,Employer Support of the Guard and Reserve,government,100000000000    
13427,Tom Reed,politician,154000000000    
13428,U.S. Coast Guard Tri-State,government,43068266999    
13429,The Jim Bakker Show,tvshow,177000000000000    
13430,Radio HIT,company,135000000000    
13431,Thierry Braillard,politician,636000000000000    
13432,Administration on Aging,government,123000000000000    
13433,"Patrick Grady, MP for Glasgow North",politician,1500000000000000    
13434,Madigan Army Medical Center,government,293000000000    
13435,Noticias Univision Tampa Bay,tvshow,316000000000000    
13436,Brasil Urgente,tvshow,418000000000000    
13437,Mentalist France,tvshow,223000000000    
13438,Lukács Zoltán,politician,664000000000000    
13439,Department of Health,government,151000000000    
13440,T-Mobile Austria,company,74814102052    
13441,Let's Move,government,294000000000    
13442,Basketball Wives,tvshow,165000000000000    
13443,TerraCycle,company,225000000000    
13444,Tigo Honduras,company,107000000000000    
13445,Office of the U.S. Trade Representative,government,309000000000000    
13446,Don Huffines,politician,346000000000000    
13447,Showtime Documentary Films,tvshow,428000000000000    
13448,Tu Cara Me Suena,tvshow,259000000000000    
13449,Sobeys,company,127000000000    
13450,FTO Alaska Region,government,419000000000000    
13451,Pegasus Hava Yolları,company,248000000000    
13452,Smash,tvshow,101000000000000    
13453,Royal Marines,government,135000000000000    
13454,Triumph,company,234000000000000    
13455,Hotwire,company,43574270552    
13456,花蓮縣警察局玉里分局,government,792000000000000    
13457,Public Libraries Singapore,government,350000000000000    
13458,Mid-America Regional Council,government,56278751849    
13459,Élections Canada,government,1590000000000000    
13460,USAID | Timor-Leste,government,110000000000000    
13461,Corsair,company,116000000000    
13462,Microsoft,company,214000000000000    
13463,tvN 신서유기,tvshow,1460000000000000    
13464,Asamblea Nacional del Ecuador,government,49746516611    
13465,Agencia Nacional de Minería,government,115000000000000    
13466,Taking Fire,tvshow,1640000000000000    
13467,Tunay na Buhay,tvshow,126000000000000    
13468,Samy Gemayel,politician,175000000000000    
13469,Jane Dodds for Montgomeryshire,politician,239000000000000    
13470,Vlada Crne Gore,government,278000000000000    
13471,Tractor Supply Co.,company,329000000000000    
13472,Alain Cadec,politician,1660000000000000    
13473,Protection du Consommateur de l’Ontario,government,178000000000000    
13474,"Mikko ""Peltsi"" Peltola",tvshow,334000000000000    
13475,Alice Weidel,politician,1060000000000000    
13476,U.S. Forest Service-Stanislaus National Forest,government,1520000000000000    
13477,Allsang på Grensen,tvshow,54073137826    
13478,Préfet du Val-d'Oise,government,1110000000000000    
13479,Cheer Squad,tvshow,944000000000000    
13480,João Fernando Coutinho,politician,237000000000000    
13481,Paloma Guillén,politician,107000000000000    
13482,Senator Peter Whish-Wilson,politician,439000000000000    
13483,The Hotel,tvshow,268000000000000    
13484,Terry Duguid,politician,1480000000000000    
13485,US National Weather Service Central Illinois,government,201000000000000    
13486,Australian Youth Forum,government,102000000000000    
13487,Agencia de Protección Ambiental de Estados Unidos (U.S. EPA en español),government,108000000000000    
13488,Wilkes-Barre Township Police Department,government,193000000000000    
13489,Carman's Kitchen,company,138000000000000    
13490,تحقيقات,tvshow,327000000000000    
13491,Santander Universidades,company,167000000000000    
13492,"Officer Cadet School, Singapore",government,205000000000000    
13493,Les Documentaires Canal +,tvshow,128000000000000    
13494,Benjamin Netanyahu - בנימין נתניהו,politician,268000000000    
13495,Wilson Golf Spain,company,157000000000000    
13496,Christofer Fjellner,politician,1570000000000000    
13497,U.S. Army 7th Signal Command,government,119000000000000    
13498,AGL Energy,company,182000000000000    
13499,Matthias Ilgen,politician,1090000000000000    
